"portnum","prot","ipproto","name","description"
363,17,"udp","rsvp-tunnel","RSVP Tunnel
IANA assigned this well-formed service name as a replacement for ""rsvp_tunnel""."
363,17,"udp","rsvp_tunnel","RSVP Tunnel"
364,6,"tcp","aurora-cmgr","Aurora CMGR"
364,17,"udp","aurora-cmgr","Aurora CMGR"
365,6,"tcp","dtk","DTK"
365,17,"udp","dtk","DTK"
366,6,"tcp","odmr","ODMR"
366,17,"udp","odmr","ODMR"
367,6,"tcp","mortgageware","MortgageWare"
367,17,"udp","mortgageware","MortgageWare"
368,6,"tcp","qbikgdp","QbikGDP"
368,17,"udp","qbikgdp","QbikGDP"
369,6,"tcp","rpc2portmap","rpc2portmap"
369,17,"udp","rpc2portmap","rpc2portmap"
370,6,"tcp","codaauth2","codaauth2"
370,17,"udp","codaauth2","codaauth2"
371,6,"tcp","clearcase","Clearcase"
371,17,"udp","clearcase","Clearcase"
372,6,"tcp","ulistproc","ListProcessor"
372,17,"udp","ulistproc","ListProcessor"
373,6,"tcp","legent-1","Legent Corporation"
373,17,"udp","legent-1","Legent Corporation"
374,6,"tcp","legent-2","Legent Corporation"
374,17,"udp","legent-2","Legent Corporation"
375,6,"tcp","hassle","Hassle"
375,17,"udp","hassle","Hassle"
376,6,"tcp","nip","Amiga Envoy Network Inquiry Proto"
376,17,"udp","nip","Amiga Envoy Network Inquiry Proto"
377,6,"tcp","tnETOS","NEC Corporation"
377,17,"udp","tnETOS","NEC Corporation"
378,6,"tcp","dsETOS","NEC Corporation"
378,17,"udp","dsETOS","NEC Corporation"
379,6,"tcp","is99c","TIA/EIA/IS-99 modem client"
379,17,"udp","is99c","TIA/EIA/IS-99 modem client"
380,6,"tcp","is99s","TIA/EIA/IS-99 modem server"
380,17,"udp","is99s","TIA/EIA/IS-99 modem server"
381,6,"tcp","hp-collector","hp performance data collector"
381,17,"udp","hp-collector","hp performance data collector"
382,6,"tcp","hp-managed-node","hp performance data managed node"
382,17,"udp","hp-managed-node","hp performance data managed node"
383,6,"tcp","hp-alarm-mgr","hp performance data alarm manager"
383,17,"udp","hp-alarm-mgr","hp performance data alarm manager"
384,6,"tcp","arns","A Remote Network Server System"
384,17,"udp","arns","A Remote Network Server System"
385,6,"tcp","ibm-app","IBM Application"
385,17,"udp","ibm-app","IBM Application"
386,6,"tcp","asa","ASA Message Router Object Def."
386,17,"udp","asa","ASA Message Router Object Def."
387,6,"tcp","aurp","Appletalk Update-Based Routing Pro."
387,17,"udp","aurp","Appletalk Update-Based Routing Pro."
388,6,"tcp","unidata-ldm","Unidata LDM"
388,17,"udp","unidata-ldm","Unidata LDM"
389,6,"tcp","ldap","Lightweight Directory Access Protocol"
389,17,"udp","ldap","Lightweight Directory Access Protocol"
390,6,"tcp","uis","UIS"
390,17,"udp","uis","UIS"
391,6,"tcp","synotics-relay","SynOptics SNMP Relay Port"
391,17,"udp","synotics-relay","SynOptics SNMP Relay Port"
392,6,"tcp","synotics-broker","SynOptics Port Broker Port"
392,17,"udp","synotics-broker","SynOptics Port Broker Port"
393,6,"tcp","meta5","Meta5"
393,17,"udp","meta5","Meta5"
394,6,"tcp","embl-ndt","EMBL Nucleic Data Transfer"
394,17,"udp","embl-ndt","EMBL Nucleic Data Transfer"
395,6,"tcp","netcp","NetScout Control Protocol"
395,17,"udp","netcp","NetScout Control Protocol"
396,6,"tcp","netware-ip","Novell Netware over IP"
396,17,"udp","netware-ip","Novell Netware over IP"
397,6,"tcp","mptn","Multi Protocol Trans. Net."
397,17,"udp","mptn","Multi Protocol Trans. Net."
398,6,"tcp","kryptolan","Kryptolan"
398,17,"udp","kryptolan","Kryptolan"
399,6,"tcp","iso-tsap-c2","ISO Transport Class 2 Non-Control over TCP"
399,17,"udp","iso-tsap-c2","ISO Transport Class 2 Non-Control over UDP"
400,6,"tcp","osb-sd","Oracle Secure Backup"
400,17,"udp","osb-sd","Oracle Secure Backup"
401,6,"tcp","ups","Uninterruptible Power Supply"
401,17,"udp","ups","Uninterruptible Power Supply"
402,6,"tcp","genie","Genie Protocol"
402,17,"udp","genie","Genie Protocol"
403,6,"tcp","decap","decap"
403,17,"udp","decap","decap"
404,6,"tcp","nced","nced"
404,17,"udp","nced","nced"
405,6,"tcp","ncld","ncld"
405,17,"udp","ncld","ncld"
406,6,"tcp","imsp","Interactive Mail Support Protocol"
406,17,"udp","imsp","Interactive Mail Support Protocol"
407,6,"tcp","timbuktu","Timbuktu"
407,17,"udp","timbuktu","Timbuktu"
408,6,"tcp","prm-sm","Prospero Resource Manager Sys. Man."
408,17,"udp","prm-sm","Prospero Resource Manager Sys. Man."
409,6,"tcp","prm-nm","Prospero Resource Manager Node Man."
409,17,"udp","prm-nm","Prospero Resource Manager Node Man."
410,6,"tcp","decladebug","DECLadebug Remote Debug Protocol"
410,17,"udp","decladebug","DECLadebug Remote Debug Protocol"
411,6,"tcp","rmt","Remote MT Protocol"
411,17,"udp","rmt","Remote MT Protocol"
412,6,"tcp","synoptics-trap","Trap Convention Port"
412,17,"udp","synoptics-trap","Trap Convention Port"
413,6,"tcp","smsp","Storage Management Services Protocol"
413,17,"udp","smsp","Storage Management Services Protocol"
414,6,"tcp","infoseek","InfoSeek"
414,17,"udp","infoseek","InfoSeek"
415,6,"tcp","bnet","BNet"
415,17,"udp","bnet","BNet"
416,6,"tcp","silverplatter","Silverplatter"
416,17,"udp","silverplatter","Silverplatter"
417,6,"tcp","onmux","Onmux"
417,17,"udp","onmux","Onmux"
418,6,"tcp","hyper-g","Hyper-G"
418,17,"udp","hyper-g","Hyper-G"
419,6,"tcp","ariel1","Ariel 1"
419,17,"udp","ariel1","Ariel 1"
420,6,"tcp","smpte","SMPTE"
420,17,"udp","smpte","SMPTE"
421,6,"tcp","ariel2","Ariel 2"
421,17,"udp","ariel2","Ariel 2"
422,6,"tcp","ariel3","Ariel 3"
422,17,"udp","ariel3","Ariel 3"
423,6,"tcp","opc-job-start","IBM Operations Planning and Control Start"
423,17,"udp","opc-job-start","IBM Operations Planning and Control Start"
424,6,"tcp","opc-job-track","IBM Operations Planning and Control Track"
424,17,"udp","opc-job-track","IBM Operations Planning and Control Track"
425,6,"tcp","icad-el","ICAD"
425,17,"udp","icad-el","ICAD"
426,6,"tcp","smartsdp","smartsdp"
426,17,"udp","smartsdp","smartsdp"
427,6,"tcp","svrloc","Server Location"
427,17,"udp","svrloc","Server Location"
428,6,"tcp","ocs-cmu","OCS_CMU
IANA assigned this well-formed service name as a replacement for ""ocs_cmu""."
428,6,"tcp","ocs_cmu","OCS_CMU"
428,17,"udp","ocs-cmu","OCS_CMU
IANA assigned this well-formed service name as a replacement for ""ocs_cmu""."
428,17,"udp","ocs_cmu","OCS_CMU"
429,6,"tcp","ocs-amu","OCS_AMU
IANA assigned this well-formed service name as a replacement for ""ocs_amu""."
429,6,"tcp","ocs_amu","OCS_AMU"
429,17,"udp","ocs-amu","OCS_AMU
IANA assigned this well-formed service name as a replacement for ""ocs_amu""."
429,17,"udp","ocs_amu","OCS_AMU"
430,6,"tcp","utmpsd","UTMPSD"
430,17,"udp","utmpsd","UTMPSD"
431,6,"tcp","utmpcd","UTMPCD"
431,17,"udp","utmpcd","UTMPCD"
432,6,"tcp","iasd","IASD"
432,17,"udp","iasd","IASD"
433,6,"tcp","nnsp","NNSP"
433,17,"udp","nnsp","NNSP"
434,6,"tcp","mobileip-agent","MobileIP-Agent"
434,17,"udp","mobileip-agent","MobileIP-Agent"
435,6,"tcp","mobilip-mn","MobilIP-MN"
435,17,"udp","mobilip-mn","MobilIP-MN"
436,6,"tcp","dna-cml","DNA-CML"
436,17,"udp","dna-cml","DNA-CML"
437,6,"tcp","comscm","comscm"
437,17,"udp","comscm","comscm"
438,6,"tcp","dsfgw","dsfgw"
438,17,"udp","dsfgw","dsfgw"
439,6,"tcp","dasp","dasp"
439,17,"udp","dasp","dasp"
440,6,"tcp","sgcp","sgcp"
440,17,"udp","sgcp","sgcp"
441,6,"tcp","decvms-sysmgt","decvms-sysmgt"
441,17,"udp","decvms-sysmgt","decvms-sysmgt"
442,6,"tcp","cvc-hostd","cvc_hostd
IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
442,6,"tcp","cvc_hostd","cvc_hostd"
442,17,"udp","cvc-hostd","cvc_hostd
IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
442,17,"udp","cvc_hostd","cvc_hostd"
443,6,"tcp","https","http protocol over TLS/SSL"
443,17,"udp","https","http protocol over TLS/SSL"
443,132,"sctp","https","HTTPS"
444,6,"tcp","snpp","Simple Network Paging Protocol"
444,17,"udp","snpp","Simple Network Paging Protocol"
445,6,"tcp","microsoft-ds","Microsoft-DS"
445,17,"udp","microsoft-ds","Microsoft-DS"
446,6,"tcp","ddm-rdb","DDM-Remote Relational Database Access"
446,17,"udp","ddm-rdb","DDM-Remote Relational Database Access"
447,6,"tcp","ddm-dfm","DDM-Distributed File Management"
447,17,"udp","ddm-dfm","DDM-Distributed File Management"
448,6,"tcp","ddm-ssl","DDM-Remote DB Access Using Secure Sockets"
448,17,"udp","ddm-ssl","DDM-Remote DB Access Using Secure Sockets"
449,6,"tcp","as-servermap","AS Server Mapper"
449,17,"udp","as-servermap","AS Server Mapper"
450,6,"tcp","tserver","Computer Supported Telecomunication Applications"
450,17,"udp","tserver","Computer Supported Telecomunication Applications"
451,6,"tcp","sfs-smp-net","Cray Network Semaphore server"
451,17,"udp","sfs-smp-net","Cray Network Semaphore server"
452,6,"tcp","sfs-config","Cray SFS config server"
452,17,"udp","sfs-config","Cray SFS config server"
453,6,"tcp","creativeserver","CreativeServer"
453,17,"udp","creativeserver","CreativeServer"
454,6,"tcp","contentserver","ContentServer"
454,17,"udp","contentserver","ContentServer"
455,6,"tcp","creativepartnr","CreativePartnr"
455,17,"udp","creativepartnr","CreativePartnr"
456,6,"tcp","macon-tcp","macon-tcp"
456,17,"udp","macon-udp","macon-udp"
457,6,"tcp","scohelp","scohelp"
457,17,"udp","scohelp","scohelp"
458,6,"tcp","appleqtc","apple quick time"
458,17,"udp","appleqtc","apple quick time"
459,6,"tcp","ampr-rcmd","ampr-rcmd"
459,17,"udp","ampr-rcmd","ampr-rcmd"
460,6,"tcp","skronk","skronk"
460,17,"udp","skronk","skronk"
461,6,"tcp","datasurfsrv","DataRampSrv"
461,17,"udp","datasurfsrv","DataRampSrv"
462,6,"tcp","datasurfsrvsec","DataRampSrvSec"
462,17,"udp","datasurfsrvsec","DataRampSrvSec"
463,6,"tcp","alpes","alpes"
463,17,"udp","alpes","alpes"
464,6,"tcp","kpasswd","kpasswd"
464,17,"udp","kpasswd","kpasswd"
465,6,"tcp","urd","URL Rendesvous Directory for SSM"
465,17,"udp","igmpv3lite","IGMP over UDP for SSM"
466,6,"tcp","digital-vrc","digital-vrc"
466,17,"udp","digital-vrc","digital-vrc"
467,6,"tcp","mylex-mapd","mylex-mapd"
467,17,"udp","mylex-mapd","mylex-mapd"
468,6,"tcp","photuris","proturis"
468,17,"udp","photuris","proturis"
469,6,"tcp","rcp","Radio Control Protocol"
469,17,"udp","rcp","Radio Control Protocol"
470,6,"tcp","scx-proxy","scx-proxy"
470,17,"udp","scx-proxy","scx-proxy"
471,6,"tcp","mondex","Mondex"
471,17,"udp","mondex","Mondex"
472,6,"tcp","ljk-login","ljk-login"
472,17,"udp","ljk-login","ljk-login"
473,6,"tcp","hybrid-pop","hybrid-pop"
473,17,"udp","hybrid-pop","hybrid-pop"
474,6,"tcp","tn-tl-w1","tn-tl-w1"
474,17,"udp","tn-tl-w2","tn-tl-w2"
475,6,"tcp","tcpnethaspsrv","tcpnethaspsrv"
475,17,"udp","tcpnethaspsrv","tcpnethaspsrv"
476,6,"tcp","tn-tl-fd1","tn-tl-fd1"
476,17,"udp","tn-tl-fd1","tn-tl-fd1"
477,6,"tcp","ss7ns","ss7ns"
477,17,"udp","ss7ns","ss7ns"
478,6,"tcp","spsc","spsc"
478,17,"udp","spsc","spsc"
479,6,"tcp","iafserver","iafserver"
479,17,"udp","iafserver","iafserver"
480,6,"tcp","iafdbase","iafdbase"
480,17,"udp","iafdbase","iafdbase"
481,6,"tcp","ph","Ph service"
481,17,"udp","ph","Ph service"
482,6,"tcp","bgs-nsi","bgs-nsi"
482,17,"udp","bgs-nsi","bgs-nsi"
483,6,"tcp","ulpnet","ulpnet"
483,17,"udp","ulpnet","ulpnet"
484,6,"tcp","integra-sme","Integra Software Management Environment"
484,17,"udp","integra-sme","Integra Software Management Environment"
485,6,"tcp","powerburst","Air Soft Power Burst"
485,17,"udp","powerburst","Air Soft Power Burst"
486,6,"tcp","avian","avian"
486,17,"udp","avian","avian"
487,6,"tcp","saft","saft Simple Asynchronous File Transfer"
487,17,"udp","saft","saft Simple Asynchronous File Transfer"
488,6,"tcp","gss-http","gss-http"
488,17,"udp","gss-http","gss-http"
489,6,"tcp","nest-protocol","nest-protocol"
489,17,"udp","nest-protocol","nest-protocol"
490,6,"tcp","micom-pfs","micom-pfs"
490,17,"udp","micom-pfs","micom-pfs"
491,6,"tcp","go-login","go-login"
491,17,"udp","go-login","go-login"
492,6,"tcp","ticf-1","Transport Independent Convergence for FNA"
492,17,"udp","ticf-1","Transport Independent Convergence for FNA"
493,6,"tcp","ticf-2","Transport Independent Convergence for FNA"
493,17,"udp","ticf-2","Transport Independent Convergence for FNA"
494,6,"tcp","pov-ray","POV-Ray"
494,17,"udp","pov-ray","POV-Ray"
495,6,"tcp","intecourier","intecourier"
495,17,"udp","intecourier","intecourier"
496,6,"tcp","pim-rp-disc","PIM-RP-DISC"
496,17,"udp","pim-rp-disc","PIM-RP-DISC"
497,6,"tcp","retrospect","Retrospect backup and restore service"
497,17,"udp","retrospect","Retrospect backup and restore service"
498,6,"tcp","siam","siam"
498,17,"udp","siam","siam"
499,6,"tcp","iso-ill","ISO ILL Protocol"
499,17,"udp","iso-ill","ISO ILL Protocol"
500,6,"tcp","isakmp","isakmp"
500,17,"udp","isakmp","isakmp"
501,6,"tcp","stmf","STMF"
501,17,"udp","stmf","STMF"
502,6,"tcp","mbap","Modbus Application Protocol"
502,17,"udp","mbap","Modbus Application Protocol"
503,6,"tcp","intrinsa","Intrinsa"
503,17,"udp","intrinsa","Intrinsa"
504,6,"tcp","citadel","citadel"
504,17,"udp","citadel","citadel"
505,6,"tcp","mailbox-lm","mailbox-lm"
505,17,"udp","mailbox-lm","mailbox-lm"
506,6,"tcp","ohimsrv","ohimsrv"
506,17,"udp","ohimsrv","ohimsrv"
507,6,"tcp","crs","crs"
507,17,"udp","crs","crs"
508,6,"tcp","xvttp","xvttp"
508,17,"udp","xvttp","xvttp"
509,6,"tcp","snare","snare"
509,17,"udp","snare","snare"
510,6,"tcp","fcp","FirstClass Protocol"
510,17,"udp","fcp","FirstClass Protocol"
511,6,"tcp","passgo","PassGo"
511,17,"udp","passgo","PassGo"
512,6,"tcp","exec","remote process execution; authentication performed using passwords and UNIX login names"
512,17,"udp","comsat",""
512,17,"udp","biff","used by mail system to notify users of new mail received; currently receives messages only from processes on the same machine"
513,6,"tcp","login","remote login a la telnet; automatic authentication performed based on priviledged port numbers and distributed data bases which identify ""authentication domains"""
513,17,"udp","who","maintains data bases showing who's logged in to machines on a local net and the load average of the machine"
514,6,"tcp","shell","cmd like exec, but automatic authentication is performed as for login server"
514,17,"udp","syslog",""
515,6,"tcp","printer","spooler"
515,17,"udp","printer","spooler"
516,6,"tcp","videotex","videotex"
516,17,"udp","videotex","videotex"
517,6,"tcp","talk","like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)"
517,17,"udp","talk","like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)"
518,6,"tcp","ntalk",""
518,17,"udp","ntalk",""
519,6,"tcp","utime","unixtime"
519,17,"udp","utime","unixtime"
520,6,"tcp","efs","extended file name server"
520,17,"udp","router","local routing process (on site); uses variant of Xerox NS routing information protocol - RIP"
521,6,"tcp","ripng","ripng"
521,17,"udp","ripng","ripng"
522,6,"tcp","ulp","ULP"
522,17,"udp","ulp","ULP"
523,6,"tcp","ibm-db2","IBM-DB2"
523,17,"udp","ibm-db2","IBM-DB2"
524,6,"tcp","ncp","NCP"
524,17,"udp","ncp","NCP"
525,6,"tcp","timed","timeserver"
525,17,"udp","timed","timeserver"
526,6,"tcp","tempo","newdate"
526,17,"udp","tempo","newdate"
527,6,"tcp","stx","Stock IXChange"
527,17,"udp","stx","Stock IXChange"
528,6,"tcp","custix","Customer IXChange"
528,17,"udp","custix","Customer IXChange"
529,6,"tcp","irc-serv","IRC-SERV"
529,17,"udp","irc-serv","IRC-SERV"
530,6,"tcp","courier","rpc"
530,17,"udp","courier","rpc"
531,6,"tcp","conference","chat"
531,17,"udp","conference","chat"
532,6,"tcp","netnews","readnews"
532,17,"udp","netnews","readnews"
533,6,"tcp","netwall","for emergency broadcasts"
533,17,"udp","netwall","for emergency broadcasts"
534,6,"tcp","windream","windream Admin"
534,17,"udp","windream","windream Admin"
535,6,"tcp","iiop","iiop"
535,17,"udp","iiop","iiop"
536,6,"tcp","opalis-rdv","opalis-rdv"
536,17,"udp","opalis-rdv","opalis-rdv"
537,6,"tcp","nmsp","Networked Media Streaming Protocol"
537,17,"udp","nmsp","Networked Media Streaming Protocol"
538,6,"tcp","gdomap","gdomap"
538,17,"udp","gdomap","gdomap"
539,6,"tcp","apertus-ldp","Apertus Technologies Load Determination"
539,17,"udp","apertus-ldp","Apertus Technologies Load Determination"
540,6,"tcp","uucp","uucpd"
540,17,"udp","uucp","uucpd"
541,6,"tcp","uucp-rlogin","uucp-rlogin"
541,17,"udp","uucp-rlogin","uucp-rlogin"
542,6,"tcp","commerce","commerce"
542,17,"udp","commerce","commerce"
543,6,"tcp","klogin",""
543,17,"udp","klogin",""
544,6,"tcp","kshell","krcmd"
544,17,"udp","kshell","krcmd"
545,6,"tcp","appleqtcsrvr","appleqtcsrvr"
545,17,"udp","appleqtcsrvr","appleqtcsrvr"
546,6,"tcp","dhcpv6-client","DHCPv6 Client"
546,17,"udp","dhcpv6-client","DHCPv6 Client"
547,6,"tcp","dhcpv6-server","DHCPv6 Server"
547,17,"udp","dhcpv6-server","DHCPv6 Server"
548,6,"tcp","afpovertcp","AFP over TCP"
548,17,"udp","afpovertcp","AFP over TCP"
549,6,"tcp","idfp","IDFP"
549,17,"udp","idfp","IDFP"
550,6,"tcp","new-rwho","new-who"
550,17,"udp","new-rwho","new-who"
551,6,"tcp","cybercash","cybercash"
551,17,"udp","cybercash","cybercash"
552,6,"tcp","devshr-nts","DeviceShare"
552,17,"udp","devshr-nts","DeviceShare"
553,6,"tcp","pirp","pirp"
553,17,"udp","pirp","pirp"
554,6,"tcp","rtsp","Real Time Streaming Protocol (RTSP)"
554,17,"udp","rtsp","Real Time Streaming Protocol (RTSP)"
555,6,"tcp","dsf",""
555,17,"udp","dsf",""
556,6,"tcp","remotefs","rfs server"
556,17,"udp","remotefs","rfs server"
557,6,"tcp","openvms-sysipc","openvms-sysipc"
557,17,"udp","openvms-sysipc","openvms-sysipc"
558,6,"tcp","sdnskmp","SDNSKMP"
558,17,"udp","sdnskmp","SDNSKMP"
559,6,"tcp","teedtap","TEEDTAP"
559,17,"udp","teedtap","TEEDTAP"
560,6,"tcp","rmonitor","rmonitord"
560,17,"udp","rmonitor","rmonitord"
561,6,"tcp","monitor",""
561,17,"udp","monitor",""
562,6,"tcp","chshell","chcmd"
562,17,"udp","chshell","chcmd"
563,6,"tcp","nntps","nntp protocol over TLS/SSL (was snntp)"
563,17,"udp","nntps","nntp protocol over TLS/SSL (was snntp)"
564,6,"tcp","9pfs","plan 9 file service"
564,17,"udp","9pfs","plan 9 file service"
565,6,"tcp","whoami","whoami"
565,17,"udp","whoami","whoami"
566,6,"tcp","streettalk","streettalk"
566,17,"udp","streettalk","streettalk"
567,6,"tcp","banyan-rpc","banyan-rpc"
567,17,"udp","banyan-rpc","banyan-rpc"
568,6,"tcp","ms-shuttle","microsoft shuttle"
568,17,"udp","ms-shuttle","microsoft shuttle"
569,6,"tcp","ms-rome","microsoft rome"
569,17,"udp","ms-rome","microsoft rome"
570,6,"tcp","meter","demon"
570,17,"udp","meter","demon"
571,6,"tcp","meter","udemon"
571,17,"udp","meter","udemon"
572,6,"tcp","sonar","sonar"
572,17,"udp","sonar","sonar"
573,6,"tcp","banyan-vip","banyan-vip"
573,17,"udp","banyan-vip","banyan-vip"
574,6,"tcp","ftp-agent","FTP Software Agent System"
574,17,"udp","ftp-agent","FTP Software Agent System"
575,6,"tcp","vemmi","VEMMI"
575,17,"udp","vemmi","VEMMI"
576,6,"tcp","ipcd","ipcd"
576,17,"udp","ipcd","ipcd"
577,6,"tcp","vnas","vnas"
577,17,"udp","vnas","vnas"
578,6,"tcp","ipdd","ipdd"
578,17,"udp","ipdd","ipdd"
579,6,"tcp","decbsrv","decbsrv"
579,17,"udp","decbsrv","decbsrv"
580,6,"tcp","sntp-heartbeat","SNTP HEARTBEAT"
580,17,"udp","sntp-heartbeat","SNTP HEARTBEAT"
581,6,"tcp","bdp","Bundle Discovery Protocol"
581,17,"udp","bdp","Bundle Discovery Protocol"
582,6,"tcp","scc-security","SCC Security"
582,17,"udp","scc-security","SCC Security"
583,6,"tcp","philips-vc","Philips Video-Conferencing"
583,17,"udp","philips-vc","Philips Video-Conferencing"
584,6,"tcp","keyserver","Key Server"
584,17,"udp","keyserver","Key Server"
585,255,"","","De-registered"
586,6,"tcp","password-chg","Password Change"
586,17,"udp","password-chg","Password Change"
587,6,"tcp","submission","Message Submission"
587,17,"udp","submission","Message Submission"
588,6,"tcp","cal","CAL"
588,17,"udp","cal","CAL"
589,6,"tcp","eyelink","EyeLink"
589,17,"udp","eyelink","EyeLink"
590,6,"tcp","tns-cml","TNS CML"
590,17,"udp","tns-cml","TNS CML"
591,6,"tcp","http-alt","FileMaker, Inc. - HTTP Alternate (see Port 80)"
591,17,"udp","http-alt","FileMaker, Inc. - HTTP Alternate (see Port 80)"
592,6,"tcp","eudora-set","Eudora Set"
592,17,"udp","eudora-set","Eudora Set"
593,6,"tcp","http-rpc-epmap","HTTP RPC Ep Map"
593,17,"udp","http-rpc-epmap","HTTP RPC Ep Map"
